timestep,total_population,resource_concentration,antibiotic_level,cooperation_index,competition_index,mutation_frequency,avg_fitness,genotype_diversity,genotype_0_density,genotype_1_density,genotype_2_density,genotype_3_density,genotype_4_density,genotype_5_density,genotype_6_density,genotype_7_density,genotype_8_density,genotype_9_density,genotype_11_density,genotype_10_density,genotype_12_density,genotype_13_density,genotype_14_density
78,129,30,0.0,0.046511627906976744,0.9612403100775194,0.9333333333333333,12.145470682082886,10,0.9224806201550387,,,0.007751937984496124,0.007751937984496124,0.015503875968992248,0.007751937984496124,,0.007751937984496124,,0.007751937984496124,,0.007751937984496124,0.007751937984496124,0.007751937984496124
79,129,30,0.0,0.046511627906976744,0.9612403100775194,0.9333333333333333,11.774288708861043,10,0.9224806201550387,,,0.007751937984496124,0.007751937984496124,0.015503875968992248,0.007751937984496124,,0.007751937984496124,,0.007751937984496124,,0.007751937984496124,0.007751937984496124,0.007751937984496124
80,129,30,0.0,0.046511627906976744,0.9612403100775194,0.9333333333333333,11.429328243224575,10,0.9224806201550387,,,0.007751937984496124,0.007751937984496124,0.015503875968992248,0.007751937984496124,,0.007751937984496124,,0.007751937984496124,,0.007751937984496124,0.007751937984496124,0.007751937984496124
81,128,30,0.0,0.046875,0.9609375,0.9333333333333333,11.14881195219407,10,0.921875,,,0.0078125,0.0078125,0.015625,0.0078125,,0.0078125,,0.0078125,,0.0078125,0.0078125,0.0078125
82,125,30,0.0,0.048,0.968,0.9333333333333333,11.043523364096144,9,0.936,,,0.008,0.008,0.008,0.008,,0.008,,0.008,,0.008,,0.008
83,123,30,0.0,0.04878048780487805,0.975609756097561,0.9333333333333333,10.918150028662584,8,0.943089430894309,,,0.008130081300813009,0.008130081300813009,0.008130081300813009,0.008130081300813009,,0.008130081300813009,,0.008130081300813009,,0.008130081300813009,,
84,120,30,0.0,0.05,0.975,0.9333333333333333,10.881567284933364,8,0.9416666666666667,,,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.008333333333333333,,0.008333333333333333,,0.008333333333333333,,0.008333333333333333,,
85,118,30,0.0,0.05084745762711865,0.9745762711864406,0.9333333333333333,10.842916906885081,8,0.940677966101695,,,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,,0.00847457627118644,,0.00847457627118644,,0.00847457627118644,,
86,117,30,0.0,0.05128205128205128,0.9743589743589743,0.9333333333333333,10.758450306383494,7,0.9487179487179487,,,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.008547008547008548,,0.008547008547008548,,,,0.008547008547008548,,
87,117,30,0.0,0.05128205128205128,0.9743589743589743,0.9333333333333333,10.575675391748305,7,0.9487179487179487,,,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.008547008547008548,,0.008547008547008548,,,,0.008547008547008548,,
88,115,30,0.0,0.05217391304347826,0.9739130434782609,0.9333333333333333,10.575637078279676,7,0.9478260869565217,,,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,,0.008695652173913044,,,,0.008695652173913044,,
89,115,30,0.0,0.05217391304347826,0.9739130434782609,0.9333333333333333,10.435573893443701,7,0.9478260869565217,,,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,,0.008695652173913044,,,,0.008695652173913044,,
90,115,30,0.0,0.05217391304347826,0.9739130434782609,0.9333333333333333,10.304933376282646,7,0.9478260869565217,,,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,,0.008695652173913044,,,,0.008695652173913044,,
91,114,30,0.0,0.05263157894736842,0.9736842105263158,0.9333333333333333,10.198010333391776,7,0.9473684210526315,,,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.008771929824561403,,0.008771929824561403,,,,0.008771929824561403,,
92,112,30,0.0,0.05357142857142857,0.9732142857142857,0.9333333333333333,10.23901827736747,6,0.9553571428571429,,,0.008928571428571428,,0.008928571428571428,0.008928571428571428,,0.008928571428571428,,,,0.008928571428571428,,
93,111,30,0.0,0.05405405405405406,0.972972972972973,0.9333333333333333,10.195219504807241,6,0.954954954954955,,,0.009009009009009009,,0.009009009009009009,0.009009009009009009,,0.009009009009009009,,,,0.009009009009009009,,
94,111,30,0.0,0.05405405405405406,0.972972972972973,0.9333333333333333,10.091662211499695,6,0.954954954954955,,,0.009009009009009009,,0.009009009009009009,0.009009009009009009,,0.009009009009009009,,,,0.009009009009009009,,
95,111,30,0.0,0.05405405405405406,0.972972972972973,0.9333333333333333,9.97904617988123,6,0.954954954954955,,,0.009009009009009009,,0.009009009009009009,0.009009009009009009,,0.009009009009009009,,,,0.009009009009009009,,
96,110,30,0.0,0.05454545454545454,0.9727272727272728,0.9333333333333333,9.989688979243267,6,0.9545454545454546,,,0.00909090909090909,,0.00909090909090909,0.00909090909090909,,0.00909090909090909,,,,0.00909090909090909,,
97,109,30,0.0,0.05504587155963303,0.9724770642201835,0.9333333333333333,9.96560456685236,6,0.9541284403669725,,,0.009174311926605505,,0.009174311926605505,0.009174311926605505,,0.009174311926605505,,,,0.009174311926605505,,
98,107,30,0.0,0.056074766355140186,0.9719626168224299,0.9333333333333333,10.052433781536932,5,0.9626168224299065,,,0.009345794392523364,,0.009345794392523364,,,0.009345794392523364,,,,0.009345794392523364,,
99,107,30,0.0,0.056074766355140186,0.9813084112149533,0.9333333333333333,9.93417692706151,5,0.9626168224299065,,,0.009345794392523364,,0.009345794392523364,,,0.009345794392523364,,,,0.009345794392523364,,
100,103,30,0.0,0.05825242718446602,0.9805825242718447,0.9333333333333333,10.203074194518305,5,0.9611650485436893,,,0.009708737864077669,,0.009708737864077669,,,0.009708737864077669,,,,0.009708737864077669,,
101,102,30,0.0,0.058823529411764705,0.9803921568627451,0.9333333333333333,10.27308051789291,4,0.9705882352941176,,,0.00980392156862745,,,,,0.00980392156862745,,,,0.00980392156862745,,
102,102,30,0.0,0.058823529411764705,0.9803921568627451,0.9333333333333333,10.206523973248586,4,0.9705882352941176,,,0.00980392156862745,,,,,0.00980392156862745,,,,0.00980392156862745,,
103,101,30,0.0,0.0594059405940594,0.9900990099009901,0.9333333333333333,10.23916117253996,3,0.9801980198019802,,,,,,,,0.009900990099009901,,,,0.009900990099009901,,
104,100,30,0.0,0.06,0.99,0.9333333333333333,10.256370373872926,3,0.98,,,,,,,,0.01,,,,0.01,,
105,100,30,0.0,0.06,0.99,0.9333333333333333,10.185768572350133,3,0.98,,,,,,,,0.01,,,,0.01,,
106,100,30,0.0,0.06,0.99,0.9333333333333333,10.100118223008458,3,0.98,,,,,,,,0.01,,,,0.01,,
107,100,30,0.0,0.06,0.99,0.9333333333333333,10.022295497266906,3,0.98,,,,,,,,0.01,,,,0.01,,
108,100,30,0.0,0.06,0.99,0.9333333333333333,9.977180040061583,3,0.98,,,,,,,,0.01,,,,0.01,,
109,99,30,0.0,0.06060606060606061,0.98989898989899,0.9333333333333333,10.016248061815318,2,0.98989898989899,,,,,,,,0.010101010101010102,,,,,,
110,99,30,0.0,0.06060606060606061,0.98989898989899,0.9333333333333333,10.020900575167591,2,0.98989898989899,,,,,,,,0.010101010101010102,,,,,,
111,96,30,0.0,0.0625,0.9895833333333334,0.9333333333333333,10.319017118203702,2,0.9895833333333334,,,,,,,,0.010416666666666666,,,,,,
112,96,30,0.0,0.0625,0.9895833333333334,0.9333333333333333,10.316871730507524,2,0.9895833333333334,,,,,,,,0.010416666666666666,,,,,,
113,96,30,0.0,0.0625,0.9895833333333334,0.9333333333333333,10.320985138660037,2,0.9895833333333334,,,,,,,,0.010416666666666666,,,,,,
114,96,30,0.0,0.0625,0.9895833333333334,0.9333333333333333,10.322994698574071,2,0.9895833333333334,,,,,,,,0.010416666666666666,,,,,,
115,96,30,0.0,0.0625,0.9895833333333334,0.9333333333333333,10.337496027494334,2,0.9895833333333334,,,,,,,,0.010416666666666666,,,,,,
116,94,30,0.0,0.06382978723404255,0.9893617021276596,0.9333333333333333,10.531645933266278,2,0.9893617021276596,,,,,,,,0.010638297872340425,,,,,,
117,94,30,0.0,0.06382978723404255,0.9893617021276596,0.9333333333333333,10.523306015659244,2,0.9893617021276596,,,,,,,,0.010638297872340425,,,,,,
118,94,30,0.0,0.06382978723404255,0.9893617021276596,0.9333333333333333,10.578845049738339,2,0.9893617021276596,,,,,,,,0.010638297872340425,,,,,,
119,94,30,0.0,0.06382978723404255,0.9893617021276596,0.9333333333333333,10.63410385122804,2,0.9893617021276596,,,,,,,,0.010638297872340425,,,,,,
120,93,30,0.0,0.06451612903225806,0.989247311827957,0.9333333333333333,10.787379622412221,2,0.989247311827957,,,,,,,,0.010752688172043012,,,,,,
121,92,30,0.0,0.06521739130434782,0.9891304347826086,0.9333333333333333,10.932183623173625,2,0.9891304347826086,,,,,,,,0.010869565217391304,,,,,,
122,92,30,0.0,0.06521739130434782,0.9891304347826086,0.9333333333333333,10.920837207780606,2,0.9891304347826086,,,,,,,,0.010869565217391304,,,,,,
123,92,30,0.0,0.06521739130434782,0.9891304347826086,0.9333333333333333,10.883456035610886,2,0.9891304347826086,,,,,,,,0.010869565217391304,,,,,,
124,92,30,0.0,0.06521739130434782,0.9891304347826086,0.9333333333333333,10.804955121803758,2,0.9891304347826086,,,,,,,,0.010869565217391304,,,,,,
125,92,30,0.0,0.06521739130434782,0.9891304347826086,0.9333333333333333,10.715976678622981,2,0.9891304347826086,,,,,,,,0.010869565217391304,,,,,,
126,92,30,0.0,0.06521739130434782,0.9891304347826086,0.9333333333333333,10.677448543038237,2,0.9891304347826086,,,,,,,,0.010869565217391304,,,,,,
127,92,30,0.0,0.06521739130434782,0.9891304347826086,0.9333333333333333,10.665200833298968,2,0.9891304347826086,,,,,,,,0.010869565217391304,,,,,,
128,91,30,0.0,0.06593406593406594,0.989010989010989,0.9333333333333333,10.742310567111256,2,0.989010989010989,,,,,,,,0.01098901098901099,,,,,,
129,89,30,0.0,0.06741573033707865,0.9887640449438202,0.9333333333333333,10.988823922224864,2,0.9887640449438202,,,,,,,,0.011235955056179775,,,,,,
130,89,30,0.0,0.06741573033707865,0.9887640449438202,0.9333333333333333,11.045272835743347,2,0.9887640449438202,,,,,,,,0.011235955056179775,,,,,,
131,89,30,0.0,0.06741573033707865,0.9887640449438202,0.9333333333333333,11.126159901484643,2,0.9887640449438202,,,,,,,,0.011235955056179775,,,,,,
132,89,30,0.0,0.06741573033707865,0.9887640449438202,0.9333333333333333,11.19540532661014,2,0.9887640449438202,,,,,,,,0.011235955056179775,,,,,,
133,89,30,0.0,0.06741573033707865,0.9887640449438202,0.9333333333333333,11.206192601426167,2,0.9887640449438202,,,,,,,,0.011235955056179775,,,,,,
134,89,30,0.0,0.06741573033707865,0.9887640449438202,0.9333333333333333,11.232659711823013,2,0.9887640449438202,,,,,,,,0.011235955056179775,,,,,,
135,89,30,0.0,0.06741573033707865,0.9887640449438202,0.9333333333333333,11.2496827952762,2,0.9887640449438202,,,,,,,,0.011235955056179775,,,,,,
136,89,30,0.0,0.06741573033707865,0.9887640449438202,0.9333333333333333,11.275931306144955,2,0.9887640449438202,,,,,,,,0.011235955056179775,,,,,,
137,89,30,0.0,0.06741573033707865,0.9887640449438202,0.9333333333333333,11.315533297374468,2,0.9887640449438202,,,,,,,,0.011235955056179775,,,,,,
138,89,30,0.0,0.06741573033707865,0.9887640449438202,0.9333333333333333,11.357183647717001,2,0.9887640449438202,,,,,,,,0.011235955056179775,,,,,,
139,89,30,0.0,0.06741573033707865,0.9887640449438202,0.9333333333333333,11.319969137827629,2,0.9887640449438202,,,,,,,,0.011235955056179775,,,,,,
140,88,30,0.0,0.06818181818181818,0.9886363636363636,0.9333333333333333,11.412850292433923,2,0.9886363636363636,,,,,,,,0.011363636363636364,,,,,,
141,88,30,0.0,0.06818181818181818,0.9886363636363636,0.9333333333333333,11.387860713897773,2,0.9886363636363636,,,,,,,,0.011363636363636364,,,,,,
142,88,30,0.0,0.06818181818181818,0.9886363636363636,0.9333333333333333,11.372415138135075,2,0.9886363636363636,,,,,,,,0.011363636363636364,,,,,,
143,86,30,0.0,0.06976744186046512,0.9883720930232558,0.9333333333333333,11.624300398514583,2,0.9883720930232558,,,,,,,,0.011627906976744186,,,,,,
144,86,30,0.0,0.06976744186046512,0.9883720930232558,0.9333333333333333,11.680958156469208,2,0.9883720930232558,,,,,,,,0.011627906976744186,,,,,,
145,86,30,0.0,0.06976744186046512,0.9883720930232558,0.9333333333333333,11.658254931713788,2,0.9883720930232558,,,,,,,,0.011627906976744186,,,,,,
146,85,30,0.0,0.07058823529411765,0.9882352941176471,0.9333333333333333,11.758265737842333,2,0.9882352941176471,,,,,,,,0.011764705882352941,,,,,,
147,85,30,0.0,0.07058823529411765,0.9882352941176471,0.9333333333333333,11.765122441350028,2,0.9882352941176471,,,,,,,,0.011764705882352941,,,,,,
148,85,30,0.0,0.07058823529411765,0.9882352941176471,0.9333333333333333,11.766900336424763,2,0.9882352941176471,,,,,,,,0.011764705882352941,,,,,,
149,84,30,0.0,0.07142857142857142,0.9880952380952381,0.9333333333333333,11.851537125265072,2,0.9880952380952381,,,,,,,,0.011904761904761904,,,,,,
150,84,30,0.0,0.07142857142857142,0.9880952380952381,0.9333333333333333,11.867154451868489,2,0.9880952380952381,,,,,,,,0.011904761904761904,,,,,,
151,83,30,0.0,0.07228915662650602,0.9879518072289156,0.9333333333333333,11.994787000750321,2,0.9879518072289156,,,,,,,,0.012048192771084338,,,,,,
152,82,30,0.0,0.07317073170731707,0.9878048780487805,0.9333333333333333,12.19917283088852,2,0.9878048780487805,,,,,,,,0.012195121951219513,,,,,,
153,82,30,0.0,0.07317073170731707,0.9878048780487805,0.9333333333333333,12.287936890963856,2,0.9878048780487805,,,,,,,,0.012195121951219513,,,,,,
154,82,30,0.0,0.07317073170731707,0.9878048780487805,0.9333333333333333,12.334793091588608,2,0.9878048780487805,,,,,,,,0.012195121951219513,,,,,,
155,82,30,0.0,0.07317073170731707,0.9878048780487805,0.9333333333333333,12.4204421646846,2,0.9878048780487805,,,,,,,,0.012195121951219513,,,,,,
156,82,30,0.0,0.07317073170731707,0.9878048780487805,0.9333333333333333,12.49834360914176,2,0.9878048780487805,,,,,,,,0.012195121951219513,,,,,,
157,82,30,0.0,0.07317073170731707,0.9878048780487805,0.9333333333333333,12.551462588558305,2,0.9878048780487805,,,,,,,,0.012195121951219513,,,,,,
158,82,30,0.0,0.07317073170731707,0.9878048780487805,0.9333333333333333,12.555532135118689,2,0.9878048780487805,,,,,,,,0.012195121951219513,,,,,,
159,82,30,0.0,0.07317073170731707,0.9878048780487805,0.9333333333333333,12.5864128395825,2,0.9878048780487805,,,,,,,,0.012195121951219513,,,,,,
160,82,30,0.0,0.07317073170731707,0.9878048780487805,0.9333333333333333,12.57323115159418,2,0.9878048780487805,,,,,,,,0.012195121951219513,,,,,,
161,81,30,0.0,0.07407407407407407,0.9876543209876543,0.9333333333333333,12.741844707860944,2,0.9876543209876543,,,,,,,,0.012345679012345678,,,,,,
162,80,30,0.0,0.075,0.9875,0.9333333333333333,12.943597429076188,2,0.9875,,,,,,,,0.0125,,,,,,
163,80,30,0.0,0.075,0.9875,0.9333333333333333,12.997617579804572,2,0.9875,,,,,,,,0.0125,,,,,,
164,80,30,0.0,0.075,0.9875,0.9333333333333333,13.04136660225858,2,0.9875,,,,,,,,0.0125,,,,,,
165,80,30,0.0,0.075,0.9875,0.9333333333333333,13.132401227918928,2,0.9875,,,,,,,,0.0125,,,,,,
166,79,30,0.0,0.0759493670886076,0.9873417721518988,0.9333333333333333,13.327024004531745,2,0.9873417721518988,,,,,,,,0.012658227848101266,,,,,,
167,79,30,0.0,0.0759493670886076,0.9873417721518988,0.9333333333333333,13.387081883455675,2,0.9873417721518988,,,,,,,,0.012658227848101266,,,,,,
168,78,30,0.0,0.07692307692307693,0.9871794871794872,0.9333333333333333,13.619453211962323,2,0.9871794871794872,,,,,,,,0.01282051282051282,,,,,,
169,78,30,0.0,0.07692307692307693,0.9871794871794872,0.9333333333333333,13.74005738835488,2,0.9871794871794872,,,,,,,,0.01282051282051282,,,,,,
170,78,30,0.0,0.07692307692307693,0.9871794871794872,0.9333333333333333,13.816465959508056,2,0.9871794871794872,,,,,,,,0.01282051282051282,,,,,,
171,78,30,0.0,0.07692307692307693,0.9871794871794872,0.9333333333333333,13.892491177270387,2,0.9871794871794872,,,,,,,,0.01282051282051282,,,,,,
172,78,30,0.0,0.07692307692307693,0.9871794871794872,0.9333333333333333,13.975827947290421,2,0.9871794871794872,,,,,,,,0.01282051282051282,,,,,,
173,78,30,0.0,0.07692307692307693,0.9871794871794872,0.9333333333333333,14.030541426866176,2,0.9871794871794872,,,,,,,,0.01282051282051282,,,,,,
174,78,30,0.0,0.07692307692307693,0.9871794871794872,0.9333333333333333,14.079852388559624,2,0.9871794871794872,,,,,,,,0.01282051282051282,,,,,,
175,78,30,0.0,0.07692307692307693,0.9871794871794872,0.9333333333333333,14.10840448826712,2,0.9871794871794872,,,,,,,,0.01282051282051282,,,,,,
176,77,30,0.0,0.07792207792207792,0.987012987012987,0.9333333333333333,14.377934631853273,2,0.987012987012987,,,,,,,,0.012987012987012988,,,,,,
177,77,30,0.0,0.07792207792207792,0.987012987012987,0.9333333333333333,14.483032485335217,2,0.987012987012987,,,,,,,,0.012987012987012988,,,,,,
178,77,30,0.0,0.07792207792207792,0.987012987012987,0.9333333333333333,14.556431930682207,2,0.987012987012987,,,,,,,,0.012987012987012988,,,,,,
179,77,30,0.0,0.07792207792207792,0.987012987012987,0.9333333333333333,14.663234635267148,2,0.987012987012987,,,,,,,,0.012987012987012988,,,,,,
180,77,30,0.0,0.07792207792207792,0.987012987012987,0.9333333333333333,14.727941499591376,2,0.987012987012987,,,,,,,,0.012987012987012988,,,,,,
181,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,14.956473135582847,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
182,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,15.017704544031787,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
183,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,15.099685038559922,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
184,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,15.199679808985968,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
185,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,15.288648104851536,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
186,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,15.398225008995416,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
187,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,15.491841136704007,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
188,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,15.563559099038946,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
189,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,15.679656435828388,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
190,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,15.771486978061537,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
191,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,15.833907688504631,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
192,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,15.874959258910266,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
193,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,15.92633431387696,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
194,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,15.998508633372179,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
195,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,16.054531657695975,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
196,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,16.107642605465355,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
197,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,16.149961049446585,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
198,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,16.18417246525047,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
199,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,16.212948004427837,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
200,76,30,0.0,0.07894736842105263,0.9868421052631579,0.9333333333333333,16.281056845696543,2,0.9868421052631579,,,,,,,,0.013157894736842105,,,,,,
